card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
Axis Horizon credit card,Axis Bank,Axis,,"[""Catalogue Brand Vouchers""]",3000,,,1% to 2%,"[{""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Flights""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Travel Edge""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities & Telecom""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 1000, ""cycleType"": ""STATEMENT"", ""benefits"": ""5,000 Edge Miles"", ""milestoneType"": ""DAYS""}, {""milestoneNumber"": 2, ""spent"": 3000, ""cycleType"": ""STATEMENT"", ""benefits"": ""1,500 Edge Miles on the completion of every anniversary year."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""International lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""No explicit spend condition""]}, {""maintitle"": ""Domestic lounge"", ""limit"": [""6 per quarter for mastercard variant, 8 per quarter for visa variant""], ""eligibility"": [""No explicit spend condition""]}, {""maintitle"": ""Add on card domestic lounge"", ""limit"": [""6 per quarter for mastercard variant, 8 per quarter for visa variant""], ""eligibility"": [""""]}]",,,,"[{""mainTitle"": ""EazyDiner"", ""child"": ""15% off via Dining Delights Program""}, {""mainTitle"": ""Insurance"", ""child"": ""Lost Liability Insurance""}]","[""15% off via Dining Delights Program"", ""Lost Liability Insurance""]",,,,savesage.club,https://savesage.club/credit-card/axis-horizon
HDFC Biz Black Metal credit card,HDFC Bank,HDFC,,"[""Airline Transfer"", ""Travel Booking""]",10000,,,1% to 3%,"[{""child"": ""Earn 5 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 50 Reward Points per ₹150 spent"", ""name"": ""Hotels via SmartBuy""}, {""child"": ""Earn 50 Reward Points per ₹150 spent"", ""name"": ""PharmEasy via SmartBuy""}, {""child"": ""Earn 50 Reward Points per ₹150 spent"", ""name"": ""Jockey via SmartBuy""}, {""child"": ""Earn 50 Reward Points per ₹150 spent"", ""name"": ""IGP via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹150 spent"", ""name"": ""PayZapp""}, {""child"": ""Earn 25 Reward Points per ₹150 spent"", ""name"": ""Flights via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹150 spent"", ""name"": ""Myntra via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹150 spent"", ""name"": ""Holidays via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹150 spent"", ""name"": ""Government""}, {""child"": ""Earn 25 Reward Points per ₹150 spent"", ""name"": ""Apple via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹150 spent"", ""name"": ""Duty Free (Adani One) via Smartbuy""}, {""child"": ""Earn 25 Reward Points per ₹150 spent"", ""name"": ""Nuclei via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹150 spent"", ""name"": ""MakeMyTrip MyBiz""}, {""child"": ""Earn 25 Reward Points per ₹150 spent"", ""name"": ""Drivado via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹150 spent"", ""name"": ""Redbus via SmartBuy""}, {""child"": ""Earn 15 Reward Points per ₹150 spent"", ""name"": ""Trains via SmartBuy""}, {""child"": ""Earn 15 Reward Points per ₹150 spent"", ""name"": ""Gift Cards via SmartBuy""}, {""child"": ""Earn 5 Reward Points per ₹150 spent"", ""name"": ""International""}, {""child"": ""Earn 5 Reward Points per ₹150 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 5 Reward Points per ₹150 spent"", ""name"": ""Insurance""}, {""child"": ""Earn 5 Reward Points per ₹150 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 150000, ""cycleType"": ""CALENDAR"", ""benefits"": ""Get Club Marriott Renewal Membership + Taj Stay voucher worth ₹5000"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 150000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""QUARTER""}, {""milestoneNumber"": 3, ""spent"": 500000, ""cycleType"": ""CALENDAR"", ""benefits"": ""SmartBuy Flight / Taj Stay Voucher worth ₹5000. (On all retail spends excluding rent and petrol)."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 4, ""spent"": 750000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 5, ""spent"": 1000000, ""cycleType"": ""CALENDAR"", ""benefits"": ""Additional SmartBuy Flight / Taj Stay Voucher worth ₹5000. (On all retail spends excluding rent and petrol)."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 6, ""spent"": 1500000, ""cycleType"": ""CALENDAR"", ""benefits"": ""Additional SmartBuy Flight / Taj Stay Voucher worth ₹5000. (On all retail spends excluding rent and petrol)."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 7, ""spent"": 2000000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Additional SmartBuy Flight / Taj Stay Voucher worth ₹5000. (On all retail spends excluding rent and petrol)."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""Unlimited""], ""eligibility"": [""Any transactions done last month irrespective of amount.""]}, {""maintitle"": ""International lounge"", ""limit"": [""Unlimited""], ""eligibility"": [""Any transactions done last month irrespective of amount.""]}]",,,,"[{""mainTitle"": ""Concierge"", ""child"": ""Global personal Concierge""}, {""mainTitle"": ""Dining"", ""child"": ""20% Discount""}, {""mainTitle"": ""Golf"", ""child"": ""Complimentray Golf Access""}, {""mainTitle"": ""Insurance"", ""child"": ""Business Insurance""}, {""mainTitle"": ""MMT MyBiz"", ""child"": ""4% off on Flights and Hotels Booking""}, {""mainTitle"": ""Nuclei"", ""child"": ""Discount on Business Software""}]","[""Global personal Concierge"", ""20% Discount"", ""Complimentray Golf Access"", ""Business Insurance"", ""4% off on Flights and Hotels Booking"", ""Discount on Business Software""]",,,,savesage.club,https://savesage.club/credit-card/hdfc-biz-black-metal
HDFC Corporate Platinum credit card,HDFC Bank,HDFC,,"[""Cashback""]",0,,,1% to 2%,"[{""child"": ""Earn 3 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],"[{""maintitle"": ""Domestic lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""No explicit spend condition""]}]",,,,"[{""mainTitle"": ""Insurance"", ""child"": ""Air Accident Cover""}, {""mainTitle"": ""MMT MyBiz"", ""child"": ""4% off on Flights and Hotels Booking""}, {""mainTitle"": ""Nuclei"", ""child"": ""Discount on Business Software""}]","[""Air Accident Cover"", ""4% off on Flights and Hotels Booking"", ""Discount on Business Software""]",,,,savesage.club,https://savesage.club/credit-card/hdfc-corporate-platinum
HDFC Corporate Premium credit card,HDFC Bank,HDFC,,"[""Brand Wallet"", ""Cashback""]",0,,,1% to 3%,"[{""child"": ""Earn 5 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Online Skill Gaming""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],"[{""maintitle"": ""Domestic lounge"", ""limit"": [""5 per quarter""], ""eligibility"": [""₹75,000 spend in the previous calendar quarter""]}, {""maintitle"": ""International lounge"", ""limit"": [""6 per year""], ""eligibility"": [""6 Complimentary Lounge Access using Priority Pass.""]}]",,,,"[{""mainTitle"": ""Corporate Liability Waiver"", ""child"": ""Corporate Liability Insurance""}, {""mainTitle"": ""Insurance"", ""child"": ""Insurance cover""}, {""mainTitle"": ""MMT MyBiz"", ""child"": ""4% off on Flights and Hotels Booking""}, {""mainTitle"": ""Nuclei"", ""child"": ""Discount on Business Software""}]","[""Corporate Liability Insurance"", ""Insurance cover"", ""4% off on Flights and Hotels Booking"", ""Discount on Business Software""]",,,,savesage.club,https://savesage.club/credit-card/hdfc-corporate-premium
HDFC SAP Concur Solutions Black Corporate credit card,HDFC Bank,HDFC,,"[""Cashback""]",0,,,1% to 2%,"[{""child"": ""Earn 5 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],"[{""maintitle"": ""Domestic lounge"", ""limit"": [""5 per quarter""], ""eligibility"": [""spend ₹75,000 in the previous calendar quarter""]}, {""maintitle"": ""International lounge"", ""limit"": [""15 per year""], ""eligibility"": [""No explicit spend condition""]}]",,,,"[{""mainTitle"": ""Insurance"", ""child"": ""Air Accident Cover""}, {""mainTitle"": ""MMT MyBiz"", ""child"": ""4% off on Flights and Hotels Booking""}, {""mainTitle"": ""Nuclei"", ""child"": ""Discount on Business Software""}]","[""Air Accident Cover"", ""4% off on Flights and Hotels Booking"", ""Discount on Business Software""]",,,,savesage.club,https://savesage.club/credit-card/hdfc-sap-concur-solutions-black-corporate
HDFC SAP Concur Solutions Prime Corporate credit card,HDFC Bank,HDFC,,"[""Experience""]",0,,,1% to 2%,"[{""child"": ""Earn 3 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],"[{""maintitle"": ""Domestic lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""No explicit spend condition""]}]",,,,"[{""mainTitle"": ""Insurance"", ""child"": ""Insurance""}, {""mainTitle"": ""MMT MyBiz"", ""child"": ""4% off on Flights and Hotels Booking""}, {""mainTitle"": ""Nuclei"", ""child"": ""Discount on Business Software""}]","[""Insurance"", ""4% off on Flights and Hotels Booking"", ""Discount on Business Software""]",,,,savesage.club,https://savesage.club/credit-card/hdfc-sap-concur-solutions-prime-corporate
HDFC Biz Power credit card,HDFC Bank,HDFC,,"[""Catalogue Products"", ""Pay by Points""]",2500,,,0.5% to 1.5%,"[{""child"": ""Earn 5 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 50 Reward Points per ₹200 spent"", ""name"": ""IGP via SmartBuy""}, {""child"": ""Earn 50 Reward Points per ₹200 spent"", ""name"": ""Hotels via SmartBuy""}, {""child"": ""Earn 50 Reward Points per ₹200 spent"", ""name"": ""PharmEasy via SmartBuy""}, {""child"": ""Earn 50 Reward Points per ₹200 spent"", ""name"": ""Jockey via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""Nuclei via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""Apple via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""Drivado via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""SmartPay""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""MakeMyTrip""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""Reliance Digital""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""PayZapp""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""Flights via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""Redbus via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""Gift Cards via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""Holidays via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""Duty Free (Adani One) via Smartbuy""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""Myntra via SmartBuy""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""GoogleAds""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""Government""}, {""child"": ""Earn 25 Reward Points per ₹200 spent"", ""name"": ""MakeMyTrip MyBiz""}, {""child"": ""Earn 15 Reward Points per ₹200 spent"", ""name"": ""Trains via SmartBuy""}, {""child"": ""Earn 5 Reward Points per ₹200 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 5 Reward Points per ₹200 spent"", ""name"": ""Insurance""}, {""child"": ""Earn 5 Reward Points per ₹200 spent"", ""name"": ""Utilities & Telecom""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""Get Amazon Voucher worth Rs.1,500 / Amazon Prime Annual Membership + Biz Prime 6 Months subscription"", ""milestoneType"": ""DAYS""}, {""milestoneNumber"": 2, ""spent"": 75000, ""cycleType"": ""STATEMENT"", ""benefits"": ""1 Zero Cancellation flight Voucher (Make My Trip)"", ""milestoneType"": ""QUARTER""}, {""milestoneNumber"": 3, ""spent"": 250000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Gift Voucher worth ₹5000 of MakeMyTrip/Reliance Digital.Excludes fuel, IT, GST, and EMI spends"", ""milestoneType"": ""QUARTER""}, {""milestoneNumber"": 4, ""spent"": 400000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""2 per calendar quarter""], ""eligibility"": [""Additional 2 complimentary lounge access on spending of ₹75,000 in the previous quarter.""]}, {""maintitle"": ""International lounge"", ""limit"": [""6 international lounge access via priority pass per year""], ""eligibility"": [""6 Complimentary Lounge Access using Priority Pass.""]}, {""maintitle"": ""Add on card domestic lounge"", ""limit"": [""2 per calendar quarter""], ""eligibility"": [""""]}, {""maintitle"": ""Add on card international lounge"", ""limit"": [""6 international lounge access via priority pass per year""], ""eligibility"": [""""]}]",,,,"[{""mainTitle"": ""Dining"", ""child"": ""20% Discount""}, {""mainTitle"": ""Insurance"", ""child"": ""Insurance""}, {""mainTitle"": ""MMT MyBiz"", ""child"": ""4% off on Flights and Hotels Booking""}, {""mainTitle"": ""Nuclei"", ""child"": ""Discount on Business Software""}]","[""20% Discount"", ""Insurance"", ""4% off on Flights and Hotels Booking"", ""Discount on Business Software""]",,,,savesage.club,https://savesage.club/credit-card/hdfc-biz-power
HDFC Biz Grow credit card,HDFC Bank,HDFC,,"[""Experience"", ""Travel Booking"", ""Hotel Transfer""]",500,,,2% to 3%,"[{""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 20 Reward Points per ₹200 spent"", ""name"": ""ClearTax""}, {""child"": ""Earn 20 Reward Points per ₹200 spent"", ""name"": ""DMart""}, {""child"": ""Earn 20 Reward Points per ₹200 spent"", ""name"": ""Income/Advance Tax/GST""}, {""child"": ""Earn 20 Reward Points per ₹200 spent"", ""name"": ""Nuclei""}, {""child"": ""Earn 20 Reward Points per ₹200 spent"", ""name"": ""MakeMyTrip MyBiz""}, {""child"": ""Earn 5 Reward Points per ₹200 spent"", ""name"": ""Insurance""}, {""child"": ""Earn 5 Reward Points per ₹200 spent"", ""name"": ""Grocery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities & Telecom""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""Get gift voucher worth Rs.250"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 100000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Earn 2,000 CashPoints."", ""milestoneType"": ""QUARTER""}]",[],,,,"[{""mainTitle"": ""Dining"", ""child"": ""20% Discount Via Dineout""}, {""mainTitle"": ""Insurance"", ""child"": ""Insurance""}, {""mainTitle"": ""MMT MyBiz"", ""child"": ""4% off on Flights and Hotels Booking""}, {""mainTitle"": ""Nuclei"", ""child"": ""Discount on Business Software""}]","[""20% Discount Via Dineout"", ""Insurance"", ""4% off on Flights and Hotels Booking"", ""Discount on Business Software""]",,,,savesage.club,https://savesage.club/credit-card/hdfc-biz-grow
HDFC Biz First credit card,HDFC Bank,HDFC,,"[""Travel Booking"", ""Airline Transfer"", ""Hotel Transfer""]",500,,,2% to 5%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""EMI""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Flights via SmartBuy""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Electronics""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Duty Free (Adani One) via Smartbuy""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""IGP via SmartBuy""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Jockey via SmartBuy""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""PharmEasy via SmartBuy""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Apple via SmartBuy""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Myntra via SmartBuy""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""PayZapp/EasyEMI/SmartBUY/SmartPay""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""RedBus via SmartBuy""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Holidays via SmartBuy""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Hotels via SmartBuy""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Trains via SmartBuy""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Gift Cards via SmartBuy""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""Get gift voucher worth Rs.250"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 75000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Earn 2,000 CashPoints."", ""milestoneType"": ""QUARTER""}]",[],,,,"[{""mainTitle"": ""Dining"", ""child"": ""20% Discount""}, {""mainTitle"": ""Insurance"", ""child"": ""Insurance""}, {""mainTitle"": ""MMT MyBiz"", ""child"": ""4% off on Flights and Hotels Booking""}, {""mainTitle"": ""Nuclei"", ""child"": ""Discount on Business Software""}]","[""20% Discount"", ""Insurance"", ""4% off on Flights and Hotels Booking"", ""Discount on Business Software""]",,,,savesage.club,https://savesage.club/credit-card/hdfc-biz-first
HDFC Giga Business credit card,HDFC Bank,HDFC,,"[""Cashback"", ""Catalogue Products""]",500,,,0.5% to 1.5%,"[{""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 6 Reward Points per ₹200 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 6 Reward Points per ₹200 spent"", ""name"": ""GST Payment""}, {""child"": ""Earn 6 Reward Points per ₹200 spent"", ""name"": ""Business Spends (Digital)""}, {""child"": ""Earn 6 Reward Points per ₹200 spent"", ""name"": ""MakeMyTrip MyBiz""}, {""child"": ""Earn 6 Reward Points per ₹200 spent"", ""name"": ""Nuclei""}, {""child"": ""Earn 6 Reward Points per ₹200 spent"", ""name"": ""Income/Advance Tax""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""Get OTT Play Premium"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 50000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Bonus 800 Cash points."", ""milestoneType"": ""MONTH""}]",[],,,,"[{""mainTitle"": ""Dining"", ""child"": ""20% Discount""}, {""mainTitle"": ""SMARTBUY"", ""child"": ""10% Discount""}]","[""20% Discount"", ""10% Discount""]",,,,savesage.club,https://savesage.club/credit-card/hdfc-giga-business
HDFC CSC Small Business credit card,HDFC Bank,HDFC,,"[""Cashback"", ""Catalogue Products""]",250,,,0.5% to 2%,"[{""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹200 spent"", ""name"": ""Government""}, {""child"": ""Earn 10 Reward Points per ₹200 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 10 Reward Points per ₹200 spent"", ""name"": ""Telecom & Cables""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Online""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 25000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 90000, ""cycleType"": ""STATEMENT"", ""benefits"": ""1,000 RPs."", ""milestoneType"": ""YEAR""}]",[],,,,"[{""mainTitle"": ""Dining"", ""child"": ""20% Discount""}]","[""20% Discount""]",,,,savesage.club,https://savesage.club/credit-card/hdfc-csc-small-business
